security,trades,pnl,position,sharpe_ratio,max_drawdown,max_drawdown_pct,win_rate
SPINNEYS,1787,15468.290000000028,0,6.135086602242779,-841.7500000000041,-5.4336599661748,25.349748181309455
MODON,7207,-804.5000000000947,0,-0.16728074513731828,-7438.420000000041,-380.19985177235213,22.075759678090744
PARKIN,11858,11203.490000000114,0,2.7534633842314804,-6320.125295810856,-55.922728141610634,28.7569573283859
TALABAT,12896,278362.6210000001,0,8.917423127531645,-14062.875968513632,-4.959418832843625,21.22363523573201
ADNOCLS,10373,1927.770000000172,0,0.474140684651491,-5399.239999999836,-256.15887881502204,21.690928371734312
EAND,16283,1955.5000000000296,0,0.4306937023646769,-6797.560000000032,-148.29967395949245,25.394583307744274
MULTIPLY,19240,247248.35000000012,0,8.792427944056444,-13398.77999999965,-5.409333039157117,23.393970893970895
EMIRATES,22306,-35362.10000000082,0,-1.9870865318855955,-46581.30000000089,-422.73618295671787,21.882004841746618
FAB,17939,-25573.76000000033,0,-4.1686735178382195,-26535.980000000378,-3805.0962172704003,23.267740676737834
SALIK,33388,12706.440000001357,0,0.8794912180798954,-18757.73053501147,-97.51261464243332,27.381095004193124
ADNOCGAS,17993,314179.35000000155,0,11.820283875494827,-21628.969999999623,-6.8842748576567665,22.542099705441004
ADIB,22663,-47923.14000000055,0,-7.20365659002151,-49377.40000000028,0.0,23.006662842518644
ADNOCDRI,14870,11118.249999999574,0,2.035816718333518,-5982.860000000135,-49.15260503401155,21.9502353732347
ADCB,26038,-73135.07999999964,0,-6.138671081127182,-77346.48497115364,-2681.5404128293435,22.716798525232353
EMAAR,25122,629068.9499999959,0,9.038016051777001,-21346.623646845197,-3.3235661054186143,23.425682668577345
ALDAR,23346,-21292.560000000285,0,-4.8561638665337306,-22193.55000000031,-6427.324066029529,21.91810160198749
